,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_le,room_type_le
26045,1911615,Manhattan,Chelsea,40.74641,-74.0051,Entire home/apt,3,3,0.14,0,2,0
4054,1676600,Manhattan,Washington Heights,40.84309,-73.94127,Private room,3,2,0.03,0,2,1
36141,3612407,Manhattan,Tribeca,40.7172,-74.00675,Entire home/apt,3,3,0.33,17,2,0
14806,41411171,Manhattan,Upper West Side,40.79469,-73.96575,Private room,1,0,,0,2,1
9975,3526617,Brooklyn,Greenpoint,40.73604,-73.95415,Entire home/apt,2,4,0.16,322,1,0
36019,89728139,Manhattan,Harlem,40.82714,-73.93888,Private room,3,15,1.56,179,2,1
47401,208559533,Brooklyn,Bedford-Stuyvesant,40.69528,-73.95603,Shared room,1,0,,89,1,2
1191,864735,Queens,Astoria,40.75782,-73.92129,Entire home/apt,30,24,0.29,262,3,0
41748,219517861,Manhattan,Murray Hill,40.74927,-73.9739,Entire home/apt,29,2,0.6,332,2,0
38221,126653377,Manhattan,Harlem,40.80289,-73.95813,Private room,30,2,0.32,335,2,1
26676,4464205,Brooklyn,Bushwick,40.69472,-73.92376,Private room,2,3,0.14,0,1,1
35448,4463170,Brooklyn,Bushwick,40.69748,-73.92319,Private room,2,2,0.19,0,1,1
38588,219517861,Manhattan,Financial District,40.70743,-74.00443,Entire home/apt,29,1,0.6,159,2,0
16622,74304509,Brooklyn,Prospect Heights,40.67951,-73.96926,Private room,1,16,0.46,0,1,1
42344,171636572,Brooklyn,Bushwick,40.68881,-73.91992,Private room,5,18,7.01,12,1,1
42830,178833771,Manhattan,Harlem,40.82172,-73.94019,Private room,3,2,0.67,353,2,1
11622,3331710,Manhattan,Greenwich Village,40.72874,-74.00122,Entire home/apt,2,29,0.65,0,2,0
23283,516015,Brooklyn,Williamsburg,40.70648,-73.95686,Private room,5,2,0.08,0,1,1
16423,73737053,Brooklyn,Bushwick,40.69239,-73.91443,Private room,1,117,3.24,363,1,1
11657,17713747,Manhattan,Washington Heights,40.85479,-73.93313,Entire home/apt,5,6,0.14,37,2,0
2781,8131878,Manhattan,Chelsea,40.74461,-74.00172,Entire home/apt,5,50,0.91,328,2,0
8948,35798207,Brooklyn,Bedford-Stuyvesant,40.69468,-73.94729,Private room,1,0,,0,1,1
23230,2978784,Brooklyn,Sunset Park,40.65379,-74.00272,Entire home/apt,7,6,0.25,1,1,0
39748,230503468,Manhattan,SoHo,40.72628,-74.00236,Entire home/apt,2,12,1.89,0,2,0
13566,290094,Manhattan,Chelsea,40.7456,-73.99852,Private room,2,2,0.06,0,2,1
15922,51501835,Manhattan,Hell's Kitchen,40.76313,-73.99482,Entire home/apt,30,4,0.12,65,2,0
4783,3542562,Manhattan,Harlem,40.82491,-73.94774,Entire home/apt,31,0,,77,2,0
41117,230165497,Manhattan,Nolita,40.72157,-73.99432,Entire home/apt,30,0,,365,2,0
38685,107434423,Manhattan,Financial District,40.70617,-74.00842,Entire home/apt,30,0,,310,2,0
33630,17768644,Brooklyn,Flatbush,40.6533,-73.95534,Entire home/apt,2,1,0.08,0,1,0
41807,244182582,Manhattan,Lower East Side,40.72088,-73.99312,Private room,30,0,,310,2,1
36859,105572926,Brooklyn,Crown Heights,40.67636,-73.91932,Private room,2,2,0.24,0,1,1
14272,9132107,Manhattan,Upper West Side,40.78731,-73.97407,Entire home/apt,3,2,0.05,0,2,0
23259,14480781,Brooklyn,Crown Heights,40.67578,-73.95491,Entire home/apt,30,20,0.82,182,1,0
46370,94092661,Manhattan,Theater District,40.76187,-73.98599,Entire home/apt,1,3,3.0,127,2,0
28958,2435822,Brooklyn,Williamsburg,40.70781,-73.94479,Entire home/apt,2,57,3.08,59,1,0
14349,2772230,Manhattan,Hell's Kitchen,40.75577,-73.99466,Entire home/apt,2,205,5.83,233,2,0
19171,12008116,Manhattan,Upper East Side,40.77341,-73.95025,Entire home/apt,1,16,0.51,110,2,0
41650,243131091,Manhattan,Upper West Side,40.77422,-73.97778,Private room,2,13,3.61,6,2,1
47286,177507494,Brooklyn,Kensington,40.64264,-73.97855,Private room,1,0,,31,1,1
12046,943095,Brooklyn,Bushwick,40.70267,-73.92923,Entire home/apt,2,2,0.07,0,1,0
3259,1479666,Brooklyn,South Slope,40.66583,-73.98956,Entire home/apt,14,10,0.21,0,1,0
47062,155529225,Queens,Corona,40.74415,-73.86545,Private room,1,0,,365,3,1
3558,10384906,Brooklyn,Borough Park,40.63592,-74.00476,Private room,1,98,1.55,0,1,1
21983,119737270,Brooklyn,Flatbush,40.64041,-73.95674,Private room,2,0,,175,1,1
27491,38530455,Manhattan,Hell's Kitchen,40.76291,-73.98976,Private room,1,135,6.78,68,2,1
47437,28580275,Manhattan,Midtown,40.75823,-73.96509,Entire home/apt,1,0,,286,2,0
25648,89501678,Manhattan,East Village,40.72104,-73.97991,Private room,1,8,0.35,0,2,1
15598,11761831,Bronx,Wakefield,40.89118,-73.84987,Entire home/apt,3,68,1.78,2,0,0
29012,11243357,Manhattan,Tribeca,40.72345,-74.01001,Entire home/apt,4,3,0.16,0,2,0
15395,21340955,Brooklyn,Flatbush,40.65402,-73.96073,Private room,3,33,0.85,345,1,1
5223,2274845,Brooklyn,Prospect Heights,40.67262,-73.96542,Entire home/apt,2,21,0.51,13,1,0
34777,24862289,Brooklyn,Williamsburg,40.70865,-73.94631,Entire home/apt,4,9,0.89,0,1,0
5025,2033003,Manhattan,East Village,40.72966,-73.98515,Private room,2,13,0.28,157,2,1
32193,119609345,Manhattan,Upper West Side,40.77701,-73.97667,Entire home/apt,4,0,,0,2,0
23724,13848128,Manhattan,Chelsea,40.74263,-73.99769,Entire home/apt,6,13,0.58,0,2,0
6784,24973819,Manhattan,Stuyvesant Town,40.73001,-73.97579,Private room,1,0,,0,2,1
26201,150044472,Brooklyn,South Slope,40.66163,-73.98265,Entire home/apt,2,5,0.26,0,1,0
11221,3856750,Manhattan,East Village,40.7229,-73.98313,Private room,5,0,,0,2,1
34060,1459377,Brooklyn,Williamsburg,40.71998,-73.94216,Entire home/apt,3,3,0.26,0,1,0
26776,8150446,Brooklyn,Prospect-Lefferts Gardens,40.65711,-73.95747,Entire home/apt,31,1,0.06,32,1,0
42788,250115747,Queens,Ridgewood,40.70056,-73.9106,Private room,2,14,4.08,165,3,1
31379,73592174,Brooklyn,Midwood,40.61167,-73.95803,Private room,1,4,0.29,84,1,1
7658,21191263,Manhattan,East Village,40.72915,-73.98866,Entire home/apt,1,1,0.02,0,2,0
10633,24982697,Brooklyn,Sunset Park,40.64355,-74.01908,Private room,7,13,0.28,326,1,1
19981,21452718,Manhattan,Roosevelt Island,40.76375,-73.94856,Private room,20,2,0.34,0,2,1
40604,33120658,Brooklyn,Williamsburg,40.70505,-73.934,Private room,4,2,0.42,12,1,1
32208,12243051,Manhattan,Financial District,40.70803,-74.00502,Entire home/apt,29,2,0.27,337,2,0
28096,160057164,Brooklyn,Crown Heights,40.67685,-73.93141,Private room,1,0,,0,1,1
4248,14295613,Staten Island,Clifton,40.62578,-74.07356,Entire home/apt,1,1,0.02,0,4,0
20388,51501835,Manhattan,Hell's Kitchen,40.76518,-73.9929,Entire home/apt,30,8,0.32,145,2,0
37525,3783926,Manhattan,East Village,40.7281,-73.98293,Private room,1,2,0.24,180,2,1
23504,70074907,Manhattan,Roosevelt Island,40.7687,-73.94308,Private room,1,0,,0,2,1
4791,10657357,Manhattan,Washington Heights,40.83328,-73.94511,Private room,6,20,0.33,258,2,1
40470,234930202,Brooklyn,Canarsie,40.63314,-73.89739,Private room,1,3,0.49,86,1,1
1961,4481005,Brooklyn,Park Slope,40.67422,-73.98097,Private room,2,11,0.14,158,1,1
37399,223374565,Manhattan,Midtown,40.74376,-73.98355,Entire home/apt,4,16,2.11,323,2,0
436,216191,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,2,8,0.09,0,1,1
32143,44887757,Manhattan,Lower East Side,40.71865,-73.98982,Entire home/apt,4,12,0.89,31,2,0
14577,831572,Brooklyn,Fort Greene,40.69277,-73.97449,Entire home/apt,1,12,0.3,0,1,0
24241,31553738,Brooklyn,Bedford-Stuyvesant,40.6995,-73.93987,Private room,21,1,0.12,0,1,1
20404,104166155,Brooklyn,East Flatbush,40.64171,-73.94721,Private room,1,1,0.3,90,1,1
4597,7691955,Manhattan,Lower East Side,40.71981,-73.98701,Private room,3,9,0.19,0,2,1
33912,26030112,Brooklyn,Williamsburg,40.71714,-73.95783,Private room,2,3,0.36,0,1,1
8160,931790,Brooklyn,Kensington,40.63822,-73.97123,Entire home/apt,1,0,,0,1,0
11308,44524700,Brooklyn,Sunset Park,40.64962,-74.0035,Entire home/apt,5,0,,0,1,0
22881,128692351,Bronx,Highbridge,40.84289,-73.92688,Private room,2,107,4.12,344,0,1
21704,118084951,Brooklyn,Greenpoint,40.72214,-73.93725,Entire home/apt,1,162,5.7,1,1,0
43113,3073952,Brooklyn,Bedford-Stuyvesant,40.68035,-73.91035,Entire home/apt,1,8,4.62,80,1,0
19009,7694993,Brooklyn,Greenpoint,40.72596,-73.94643,Entire home/apt,3,8,0.24,0,1,0
38351,107434423,Manhattan,Tribeca,40.71532,-74.00645,Entire home/apt,30,1,0.2,331,2,0
28838,15640230,Brooklyn,Crown Heights,40.66452,-73.9337,Private room,30,1,0.1,354,1,1
33146,196580929,Queens,Jackson Heights,40.75228,-73.88699,Private room,1,3,0.25,0,3,1
3423,10526877,Manhattan,East Village,40.72852,-73.98705,Entire home/apt,1,0,,0,2,0
21384,114416273,Brooklyn,East Flatbush,40.63956,-73.93235,Entire home/apt,3,55,1.95,171,1,0
30193,122374980,Manhattan,Upper West Side,40.78648,-73.97923,Shared room,1,34,2.01,363,2,2
23880,134961952,Manhattan,Upper West Side,40.7765,-73.97914,Entire home/apt,5,0,,0,2,0
38656,81970141,Manhattan,Harlem,40.82932,-73.94696,Entire home/apt,2,15,2.38,12,2,0
37959,30466297,Brooklyn,Clinton Hill,40.68632,-73.96292,Entire home/apt,2,5,0.66,11,1,0
4972,6911276,Brooklyn,Clinton Hill,40.6818,-73.96238,Private room,1,83,1.39,248,1,1
15379,66513544,Brooklyn,Brownsville,40.65775,-73.90486,Entire home/apt,14,3,0.08,291,1,0
12022,1733622,Brooklyn,Crown Heights,40.67246,-73.93401,Private room,1,3,0.07,0,1,1
24984,54498900,Manhattan,Upper West Side,40.79271,-73.97272,Entire home/apt,7,4,0.17,0,2,0
23104,63749946,Brooklyn,Crown Heights,40.67324,-73.92502,Entire home/apt,20,49,1.94,204,1,0
47241,15200548,Brooklyn,Sunset Park,40.66008,-73.99684,Entire home/apt,4,0,,12,1,0
17346,79753770,Manhattan,Washington Heights,40.83669,-73.94274,Entire home/apt,3,27,0.79,308,2,0
20710,27977412,Brooklyn,East Flatbush,40.63899,-73.94886,Shared room,30,4,0.15,365,1,2
35184,137358866,Queens,Woodside,40.74272,-73.91075,Private room,30,0,,0,3,1
29251,686385,Manhattan,Upper East Side,40.77509,-73.95554,Private room,1,58,3.64,45,2,1
14418,59066199,Manhattan,Upper East Side,40.77511,-73.95276,Entire home/apt,10,5,0.12,88,2,0
20126,66915031,Manhattan,Washington Heights,40.84657,-73.9357,Private room,2,55,5.54,5,2,1
31885,25371059,Brooklyn,Prospect-Lefferts Gardens,40.66364,-73.94978,Entire home/apt,60,15,1.21,2,1,0
22762,127539184,Brooklyn,East Flatbush,40.64896,-73.94317,Entire home/apt,3,38,1.45,78,1,0
2769,1396183,Brooklyn,Fort Greene,40.69197,-73.97218,Entire home/apt,4,12,0.17,0,1,0
22652,7503643,Brooklyn,Greenpoint,40.72749,-73.9406,Entire home/apt,30,0,,5,1,0
420,630453,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,3,68,0.69,277,2,0
36412,213781715,Queens,Long Island City,40.74029,-73.95927,Private room,1,2,0.26,365,3,1
48558,273108831,Brooklyn,Bedford-Stuyvesant,40.6915,-73.9359,Entire home/apt,3,0,,365,1,0
26930,32446721,Queens,Corona,40.74807,-73.86511,Shared room,1,6,0.33,361,3,2
37433,48194192,Brooklyn,Clinton Hill,40.69509,-73.96462,Entire home/apt,1,42,5.94,28,1,0
12907,18195071,Brooklyn,Williamsburg,40.71481,-73.95475,Entire home/apt,3,0,,0,1,0
44854,257802323,Manhattan,Financial District,40.70485,-74.00752,Entire home/apt,3,3,2.05,243,2,0
11050,406843,Manhattan,East Village,40.72904,-73.97946,Private room,2,50,1.1,131,2,1
37073,344035,Brooklyn,Prospect Heights,40.67929,-73.97097,Private room,1,39,4.55,315,1,1
18332,59614258,Brooklyn,Williamsburg,40.71208,-73.96256,Entire home/apt,2,47,1.34,0,1,0
32230,62183764,Manhattan,East Village,40.7286,-73.98334,Entire home/apt,1,0,,0,2,0
35358,70260514,Queens,Woodside,40.74588,-73.89721,Private room,4,4,0.43,0,3,1
16923,1661309,Brooklyn,Bushwick,40.69887,-73.93564,Entire home/apt,6,9,1.14,53,1,0
6792,15398647,Manhattan,Upper West Side,40.7838,-73.97266,Entire home/apt,2,47,0.92,352,2,0
32557,31410956,Brooklyn,Williamsburg,40.71837,-73.94336,Entire home/apt,2,9,0.68,0,1,0
31137,132492053,Manhattan,Midtown,40.75523,-73.97104,Entire home/apt,1,8,1.13,29,2,0
45990,226119185,Manhattan,Hell's Kitchen,40.76796,-73.98891,Entire home/apt,3,6,4.74,199,2,0
10379,1696218,Brooklyn,Williamsburg,40.7187,-73.95606,Entire home/apt,26,9,0.19,178,1,0
43872,253906467,Manhattan,Hell's Kitchen,40.7665,-73.98943,Shared room,1,9,3.25,365,2,2
13012,13757674,Manhattan,Chelsea,40.74807,-74.00209,Entire home/apt,3,0,,0,2,0
19455,10966079,Brooklyn,Williamsburg,40.70915,-73.96102,Private room,4,116,3.5,133,1,1
42321,4087531,Manhattan,Hell's Kitchen,40.76414,-73.98652,Entire home/apt,3,0,,0,2,0
6725,20934972,Manhattan,Kips Bay,40.74246,-73.9767,Private room,1,5,0.11,0,2,1
30233,172837223,Queens,Sunnyside,40.73291,-73.9196,Shared room,1,41,2.48,145,3,2
47888,7660014,Brooklyn,Bedford-Stuyvesant,40.6825,-73.91596,Entire home/apt,1,3,3.0,228,1,0
6265,22017065,Brooklyn,Prospect Heights,40.68137,-73.97081,Entire home/apt,3,27,0.49,266,1,0
33570,23342828,Brooklyn,Williamsburg,40.70807,-73.95565,Entire home/apt,3,6,0.54,0,1,0
38475,2449193,Manhattan,Hell's Kitchen,40.76052,-73.99241,Private room,2,7,0.94,10,2,1
10015,40425528,Brooklyn,Williamsburg,40.71608,-73.95967,Private room,3,1,0.02,0,1,1
46774,27181542,Manhattan,Upper East Side,40.77474,-73.94943,Entire home/apt,30,0,,325,2,0
43146,1413658,Brooklyn,Fort Greene,40.68991,-73.97352,Entire home/apt,4,13,4.06,179,1,0
4702,12465884,Manhattan,East Harlem,40.79269,-73.94218,Private room,3,64,1.05,219,2,1
20644,23099342,Brooklyn,Fort Greene,40.68713,-73.97222,Private room,7,2,0.06,0,1,1
480,803086,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,2,11,0.12,68,2,0
28272,105758291,Brooklyn,East Flatbush,40.6467,-73.94841,Entire home/apt,4,35,2.82,105,1,0
21960,43907907,Manhattan,Upper West Side,40.79563,-73.97634,Entire home/apt,3,38,1.4,31,2,0
25401,7344404,Brooklyn,Williamsburg,40.71237,-73.9598,Private room,4,6,0.27,0,1,1
32645,9038810,Brooklyn,Williamsburg,40.71577,-73.9553,Entire home/apt,3,11,0.87,1,1,0
26228,3557641,Manhattan,East Harlem,40.80998,-73.93899,Entire home/apt,5,31,1.47,24,2,0
395,622460,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,2,70,0.73,170,2,0
33168,196088317,Manhattan,Upper East Side,40.76505,-73.95824,Private room,10,54,4.34,2,2,1
31051,161441682,Brooklyn,Boerum Hill,40.68708,-73.98389,Private room,1,9,0.6,0,1,1
13470,28840058,Brooklyn,Bedford-Stuyvesant,40.68124,-73.9189,Private room,1,4,0.1,0,1,1
17199,61391963,Manhattan,Kips Bay,40.74136,-73.98006,Entire home/apt,30,5,0.14,312,2,0
33656,104117770,Manhattan,Hell's Kitchen,40.7686,-73.98951,Entire home/apt,4,7,0.59,0,2,0
30517,175583687,Bronx,Highbridge,40.83604,-73.93099,Entire home/apt,1,22,1.4,1,0,0
116,115307,Brooklyn,Williamsburg,40.71942,-73.95748,Entire home/apt,3,324,3.01,107,1,0
40098,39761389,Brooklyn,Bushwick,40.69933,-73.92886,Private room,1,14,2.22,37,1,1
12179,48866651,Manhattan,Hell's Kitchen,40.76373,-73.99297,Entire home/apt,30,5,0.12,341,2,0
17006,7385139,Manhattan,Washington Heights,40.83702,-73.94199,Private room,1,11,0.3,0,2,1
26373,16144086,Manhattan,Inwood,40.86039,-73.92663,Entire home/apt,3,44,2.3,168,2,0
27526,22420999,Queens,Richmond Hill,40.69473,-73.83061,Private room,2,0,,363,3,1
31510,12243051,Manhattan,Financial District,40.70561,-74.0086,Entire home/apt,29,4,0.42,341,2,0
3010,8998154,Brooklyn,Bushwick,40.69366,-73.92281,Entire home/apt,4,123,1.76,18,1,0
35232,50756378,Staten Island,Clifton,40.61542,-74.08496,Shared room,3,0,,37,4,2
21408,11612872,Brooklyn,Greenpoint,40.73571,-73.95372,Private room,1,111,3.77,9,1,1
13783,53411078,Brooklyn,Bushwick,40.6863,-73.91365,Private room,1,1,0.08,158,1,1
36426,22301628,Brooklyn,East New York,40.67454,-73.89652,Entire home/apt,2,15,1.66,0,1,0
15683,39185689,Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95155,Private room,3,12,0.31,176,1,1
5163,19011946,Manhattan,Upper East Side,40.77883,-73.95498,Entire home/apt,30,1,0.02,365,2,0
5166,19044783,Manhattan,Harlem,40.80257,-73.9548,Private room,1,0,,0,2,1
9285,37181980,Manhattan,Roosevelt Island,40.76193,-73.94933,Private room,2,178,3.72,255,2,1
32335,51531044,Queens,Jackson Heights,40.7514,-73.87602,Private room,2,32,2.42,336,3,1
38195,226406882,Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,1,0,,87,1,0
32803,156547988,Queens,Ozone Park,40.67651,-73.84815,Entire home/apt,1,32,2.64,155,3,0
3995,3030031,Brooklyn,Boerum Hill,40.68844,-73.98513,Private room,3,5,0.08,0,1,1
12169,4284267,Manhattan,Theater District,40.75732,-73.98276,Entire home/apt,3,177,4.16,216,2,0
2353,6280254,Manhattan,East Village,40.73125,-73.98344,Private room,2,292,3.9,231,2,1
4166,13811875,Queens,Whitestone,40.79721,-73.816,Entire home/apt,3,7,0.15,281,3,0
7077,26382036,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,5,31,0.64,64,3,0
19976,44949168,Manhattan,Upper West Side,40.78602,-73.97537,Entire home/apt,3,3,0.09,0,2,0
18740,46564548,Manhattan,Tribeca,40.7155,-74.00754,Entire home/apt,13,2,0.14,173,2,0
16149,2349563,Brooklyn,Greenpoint,40.73356,-73.95808,Private room,1,2,0.05,0,1,1
22449,3639678,Brooklyn,Boerum Hill,40.68727,-73.98574,Entire home/apt,5,58,2.17,24,1,0
27018,118421882,Manhattan,Chinatown,40.71541,-73.99083,Private room,1,132,6.45,27,2,1
38046,14022130,Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,2,1,0.15,0,1,0
24037,22655081,Manhattan,Upper West Side,40.79205,-73.97262,Private room,5,0,,0,2,1
5485,15309829,Manhattan,East Village,40.73057,-73.98726,Entire home/apt,2,1,0.16,0,2,0
8704,34995566,Queens,Long Island City,40.76177,-73.92627,Private room,28,14,0.39,275,3,1
32986,5445262,Manhattan,Upper East Side,40.77844,-73.94728,Entire home/apt,3,8,0.63,0,2,0
15692,68878222,Queens,Astoria,40.76508,-73.9204,Entire home/apt,1,0,,0,3,0
44122,47625541,Brooklyn,Greenpoint,40.72646,-73.95639,Private room,5,1,1.0,78,1,1
21046,53099839,Manhattan,Lower East Side,40.71919,-73.99208,Private room,1,0,,0,2,1
1196,2513726,Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,2,165,1.92,259,2,0
33577,59262205,Brooklyn,Bedford-Stuyvesant,40.67963,-73.90816,Private room,1,16,2.34,0,1,1
11820,40236486,Manhattan,Washington Heights,40.8398,-73.9385,Shared room,1,25,0.63,55,2,2
36291,75285802,Manhattan,East Harlem,40.78689,-73.945,Private room,5,21,2.23,165,2,1
2222,5749899,Manhattan,Harlem,40.8035,-73.94764,Entire home/apt,4,128,1.76,278,2,0
16417,73737053,Brooklyn,Bushwick,40.69068,-73.91418,Private room,1,111,3.06,364,1,1
19692,14370,Brooklyn,Park Slope,40.67358,-73.97171,Entire home/apt,7,1,0.03,0,1,0
30407,170271533,Manhattan,Upper East Side,40.77388,-73.94913,Private room,1,75,4.57,44,2,1
4254,8497788,Manhattan,Hell's Kitchen,40.7642,-73.99133,Entire home/apt,3,1,0.02,0,2,0
23397,43252773,Manhattan,Harlem,40.81119,-73.94751,Entire home/apt,2,5,0.24,61,2,0
14382,26434803,Brooklyn,Bushwick,40.69967,-73.91403,Private room,7,1,0.03,0,1,1
6158,16151285,Bronx,Williamsbridge,40.87896,-73.84978,Private room,28,27,0.53,338,0,1
24216,804812,Brooklyn,Bay Ridge,40.62913,-74.01946,Entire home/apt,1,48,1.96,330,1,0
3924,7503643,Brooklyn,Greenpoint,40.72669,-73.9419,Entire home/apt,30,9,0.16,325,1,0
43638,51434683,Manhattan,Harlem,40.80717,-73.94386,Entire home/apt,2,6,2.31,0,2,0
16811,15380275,Brooklyn,Bedford-Stuyvesant,40.68825,-73.93433,Private room,7,0,,0,1,1
32749,193910244,Brooklyn,Crown Heights,40.67747,-73.95086,Entire home/apt,2,20,1.58,0,1,0
16524,15478812,Queens,Ridgewood,40.70422,-73.90978,Private room,1,0,,0,3,1
3612,11012377,Brooklyn,Carroll Gardens,40.68497,-73.9902,Entire home/apt,5,2,0.32,196,1,0
26900,134184451,Queens,Briarwood,40.70475,-73.81572,Private room,1,2,0.09,355,3,1
46229,264797492,Brooklyn,East Flatbush,40.63344,-73.94068,Entire home/apt,1,2,1.58,360,1,0
18416,13143585,Brooklyn,Bushwick,40.69526,-73.92674,Private room,4,0,,0,1,1
44125,254112876,Manhattan,East Harlem,40.79787,-73.93568,Private room,2,3,2.43,175,2,1
36349,4765119,Brooklyn,Bushwick,40.68782,-73.91071,Entire home/apt,20,4,0.55,165,1,0
19344,11082833,Queens,Astoria,40.76231,-73.92354,Entire home/apt,2,1,0.03,0,3,0
40198,59156312,Queens,Woodhaven,40.68771,-73.86456,Private room,3,6,0.96,358,3,1
5411,18834080,Manhattan,Chinatown,40.71672,-73.99184,Entire home/apt,2,101,1.71,0,2,0
34838,194520886,Queens,Jamaica Estates,40.7143,-73.78985,Entire home/apt,1,20,1.92,147,3,0
36425,218311373,Bronx,Port Morris,40.80861,-73.93015,Entire home/apt,1,25,2.81,39,0,0
9518,38294027,Manhattan,East Village,40.7228,-73.98562,Entire home/apt,23,1,0.02,0,2,0
16798,27277459,Brooklyn,East Flatbush,40.65466,-73.9218,Entire home/apt,4,89,2.44,282,1,0
22143,5626253,Brooklyn,Greenpoint,40.7233,-73.94187,Entire home/apt,1,9,0.32,0,1,0
1251,2624738,Manhattan,Chelsea,40.74403,-73.99581,Entire home/apt,4,153,2.03,205,2,0
17128,78286572,Brooklyn,Williamsburg,40.70559,-73.93552,Private room,1,3,0.08,0,1,1
5975,22686810,Manhattan,Nolita,40.72046,-73.9955,Entire home/apt,7,5,0.09,0,2,0
17383,22447216,Manhattan,Kips Bay,40.73887,-73.98177,Entire home/apt,1,0,,0,2,0
7519,15775091,Brooklyn,Crown Heights,40.67051,-73.95851,Entire home/apt,2,2,0.07,0,1,0
22252,122922752,Manhattan,Stuyvesant Town,40.73117,-73.97616,Private room,31,0,,0,2,1
25386,1715301,Staten Island,Fort Wadsworth,40.59546,-74.06092,Entire home/apt,7,0,,365,4,0
39605,4408261,Brooklyn,Bedford-Stuyvesant,40.68191,-73.95812,Entire home/apt,3,1,0.16,0,1,0
36914,119305261,Queens,Flushing,40.76373,-73.82904,Entire home/apt,2,15,1.97,59,3,0
34081,197190247,Manhattan,Hell's Kitchen,40.76462,-73.9886,Shared room,1,29,2.47,225,2,2
26707,953913,Brooklyn,Bushwick,40.69952,-73.92616,Entire home/apt,6,1,0.05,0,1,0
37738,222581357,Brooklyn,Bushwick,40.69243,-73.91528,Private room,30,51,6.32,227,1,1
9036,36369314,Brooklyn,Williamsburg,40.71616,-73.94352,Entire home/apt,7,3,0.06,0,1,0
15935,16098958,Manhattan,Murray Hill,40.74859,-73.97243,Entire home/apt,30,1,0.3,325,2,0
15521,47638752,Manhattan,Chinatown,40.7133,-73.9956,Private room,3,1,0.03,0,2,1
30376,175311339,Queens,Jackson Heights,40.75295,-73.86465,Private room,2,66,4.06,150,3,1
4680,16591767,Brooklyn,Williamsburg,40.71165,-73.94708,Entire home/apt,5,51,0.83,91,1,0
19070,7202412,Manhattan,Harlem,40.8155,-73.94578,Entire home/apt,5,102,3.04,118,2,0
47589,255306962,Manhattan,Midtown,40.7624,-73.9693,Entire home/apt,30,2,2.0,248,2,0
